
Time Stamp,Location,Radius,Time Elapsed,# of Outputs,Exception Thrown
2018-06-28 13:30:27.058854,Location 14,2250,0.9228038787841797,5,False
2018-06-28 13:30:27.982833,Location 1,2500,1.1256608963012695,11,False
2018-06-28 13:30:29.109876,Location 2,2500,1.124974250793457,0,False
2018-06-28 13:30:30.234928,Location 3,2500,1.797699213027954,0,False
2018-06-28 13:30:32.032690,Location 4,2500,1.1695458889007568,2,False
2018-06-28 13:30:33.203002,Location 5,2500,1.1617069244384766,3,False
2018-06-28 13:30:34.365530,Location 6,2500,0.8481976985931396,3,False
2018-06-28 13:30:35.214528,Location 7,2500,0.9073820114135742,0,False
2018-06-28 13:30:36.122019,Location 8,2500,0.8689658641815186,2,False
2018-06-28 13:30:36.991755,Location 9,2500,1.2290899753570557,4,False
2018-06-28 13:30:38.221636,Location 10,2500,0.9220139980316162,4,False
2018-06-28 13:30:39.144431,Location 11,2500,1.1249938011169434,2,False
2018-06-28 13:30:40.269563,Location 12,2500,1.1254310607910156,0,False
2018-06-28 13:30:41.395070,Location 13,2500,1.8430829048156738,0,False
2018-06-28 13:30:43.238221,Location 14,2500,1.0255389213562012,5,False
2018-06-28 13:30:44.264890,Location 1,2750,1.0216741561889648,12,False
2018-06-28 13:30:45.287956,Location 2,2750,1.079200029373169,0,False
2018-06-28 13:30:46.367235,Location 3,2750,1.2749218940734863,0,False
2018-06-28 13:30:47.642224,Location 4,2750,1.0250532627105713,2,False
2018-06-28 13:30:48.668083,Location 5,2750,1.021064043045044,3,False
2018-06-28 13:30:49.690119,Location 6,2750,1.1270051002502441,3,False
2018-06-28 13:30:50.817923,Location 7,2750,1.0233428478240967,0,False
2018-06-28 13:30:51.841336,Location 8,2750,1.1256098747253418,2,False
2018-06-28 13:30:52.967829,Location 9,2750,0.8464038372039795,4,False
2018-06-28 13:30:53.815024,Location 10,2750,1.3969101905822754,4,False
2018-06-28 13:30:55.212750,Location 11,2750,1.2364208698272705,3,False
2018-06-28 13:30:56.449294,Location 12,2750,1.227856159210205,0,False
2018-06-28 13:30:57.677226,Location 13,2750,2.4578189849853516,0,False
2018-06-28 13:31:00.135111,Location 14,2750,0.9896628856658936,5,False
2018-06-28 13:31:01.125951,Location 1,3000,1.0577201843261719,12,False
2018-06-28 13:31:02.185007,Location 2,3000,1.0223588943481445,0,False
2018-06-28 13:31:03.207453,Location 3,3000,0.922260046005249,0,False
2018-06-28 13:31:04.129781,Location 4,3000,1.1248719692230225,2,False
2018-06-28 13:31:05.255436,Location 5,3000,1.2041587829589844,3,False
2018-06-28 13:31:06.460408,Location 6,3000,1.1961417198181152,3,False
2018-06-28 13:31:07.657358,Location 7,3000,0.8750627040863037,0,False
2018-06-28 13:31:08.532498,Location 8,3000,0.880850076675415,2,False
2018-06-28 13:31:09.414193,Location 9,3000,1.0642962455749512,5,False
2018-06-28 13:31:10.479336,Location 10,3000,1.1778030395507812,4,False
2018-06-28 13:31:11.657997,Location 11,3000,1.0737321376800537,3,False
2018-06-28 13:31:12.731860,Location 12,3000,1.1253108978271484,0,False
2018-06-28 13:31:13.857244,Location 13,3000,1.1255569458007812,0,False
2018-06-28 13:31:14.982872,Location 14,3000,0.9217379093170166,5,False
2018-06-28 13:31:15.905781,Location 1,3250,1.0242078304290771,12,False
2018-06-28 13:31:16.931356,Location 2,3250,1.2263212203979492,0,False
2018-06-28 13:31:18.157757,Location 3,3250,1.3291618824005127,0,False
2018-06-28 13:31:19.486972,Location 4,3250,1.2307226657867432,2,False
2018-06-28 13:31:20.718507,Location 5,3250,1.0229229927062988,3,False
2018-06-28 13:31:21.742347,Location 6,3250,1.2285261154174805,3,False
2018-06-28 13:31:22.971739,Location 7,3250,0.9496860504150391,0,False
2018-06-28 13:31:23.921502,Location 8,3250,1.1990439891815186,2,False
2018-06-28 13:31:25.121332,Location 9,3250,1.3757870197296143,5,False
2018-06-28 13:31:26.498017,Location 10,3250,1.080615758895874,4,False
2018-06-28 13:31:27.579449,Location 11,3250,1.2282969951629639,4,False
2018-06-28 13:31:28.808604,Location 12,3250,1.0497794151306152,0,False
2018-06-28 13:31:29.858454,Location 13,3250,1.0994007587432861,0,False
2018-06-28 13:31:30.957919,Location 14,3250,1.1263349056243896,6,False
2018-06-28 13:31:32.094346,Location 1,3500,1.730914831161499,12,False
2018-06-28 13:31:33.826661,Location 2,3500,1.125335931777954,0,False
2018-06-28 13:31:34.952097,Location 3,3500,1.125715970993042,0,False
2018-06-28 13:31:36.077881,Location 4,3500,1.024043083190918,2,False
2018-06-28 13:31:37.102709,Location 5,3500,1.1245627403259277,4,False
2018-06-28 13:31:38.228079,Location 6,3500,1.1268820762634277,3,False
2018-06-28 13:31:39.355768,Location 7,3500,1.1916558742523193,1,False
2018-06-28 13:31:40.547533,Location 8,3500,0.8808591365814209,3,False
2018-06-28 13:31:41.429198,Location 9,3500,0.9009659290313721,5,False
2018-06-28 13:31:42.331034,Location 10,3500,0.9456336498260498,5,False
2018-06-28 13:31:43.277487,Location 11,3500,0.857003927230835,4,False
2018-06-28 13:31:44.135277,Location 12,3500,1.0571401119232178,0,False
2018-06-28 13:31:45.192495,Location 13,3500,1.1263322830200195,0,False
2018-06-28 13:31:46.318895,Location 14,3500,1.1253767013549805,6,False
2018-06-28 13:31:47.453769,Location 1,3750,1.117645025253296,12,False
2018-06-28 13:31:48.572782,Location 2,3750,0.918839693069458,0,False
2018-06-28 13:31:49.491731,Location 3,3750,0.9463973045349121,0,False
2018-06-28 13:31:50.438206,Location 4,3750,1.0295422077178955,3,False
2018-06-28 13:31:51.468571,Location 5,3750,1.0961852073669434,4,False
2018-06-28 13:31:52.565576,Location 6,3750,1.0234310626983643,4,False
2018-06-28 13:31:53.589910,Location 7,3750,1.1246321201324463,1,False
2018-06-28 13:31:54.714633,Location 8,3750,1.365508794784546,3,False
2018-06-28 13:31:56.081005,Location 9,3750,0.9892549514770508,5,False
2018-06-28 13:31:57.071081,Location 10,3750,0.8947861194610596,5,False
2018-06-28 13:31:57.966656,Location 11,3750,0.871711015701294,4,False
2018-06-28 13:31:58.839156,Location 12,3750,0.9872012138366699,0,False
2018-06-28 13:31:59.826433,Location 13,3750,0.8748657703399658,0,False
2018-06-28 13:32:00.701368,Location 14,3750,0.8645331859588623,6,False
2018-06-28 13:32:01.567553,Location 1,4000,1.134174108505249,14,False
