2018-06-27 13:42:02.407704,"[9500, 1.1057491302490234]","[9500, 1.1258628368377686]","[9500, 1.126781940460205]","[9500, 1.1248979568481445]","[9500, 0.9204199314117432]","[9500, 1.12453031539917]","[9500, 0.960730791091919]","[9500, 0.982867956161499]","[9500, 1.2275199890136719]","[9500, 1.8409650325775146]","[9500, 1.1258189678192139]","[9500, 0.8494870662689209]","[9500, 0.8949799537658691]","[9500, 0.8610653877258301]"
2018-06-27 13:42:17.704626,"[9750, 1.1767230033874512]","[9750, 1.0518379211425781]","[9750, 1.1925292015075684]","[9750, 1.0228180885314941]","[9750, 1.1255218982696533]","[9750, 0.8579559326171875]","[9750, 1.0838007926940918]","[9750, 1.228771686553955]","[9750, 1.2279038429260254]","[9750, 0.919302225112915]","[9750, 1.1259551048278809]","[9750, 0.92099928855896]","[9750, 1.125399112701416]","[9750, 1.0237431526184082]"
2018-06-27 13:42:32.826555,"[10000, 1.4088220596313477]","[10000, 0.9194262027740479]","[10000, 1.842952013015747]","[10000, 1.373366117477417]","[10000, 1.0804731845855713]","[10000, 0.9199488162994385]","[10000, 0.89078688621521]","[10000, 1.1553068161010742]","[10000, 1.2284033298492432]","[10000, 1.1625440120697021]","[10000, 0.9188401699066162]","[10000, 1.0891318321228027]","[10000, 1.229274034500122]","[10000, 1.0626280307769775]"
2018-06-27 13:52:49.429910,"[250, 1.4093949794769287]","[250, 1.0762341022491455]","[250, 1.1264288425445557]","[250, 0.9529049396514893]","[250, 1.0050170421600342]","[250, 0.9076559543609619]","[250, 1.0432870388031006]","[250, 1.1070950031280518]","[250, 1.1033008098602295]","[250, 1.1480798721313477]","[250, 1.2290229797363281]","[250, 1.2282700538635254]","[250, 1.1267011165618896]","[250, 1.0622220039367676]"
2018-06-27 13:53:04.973341,"[500, 1.0883548259735107]","[500, 0.9066412448883057]","[500, 1.0245497226715088]","[500, 1.0250258445739746]","[500, 1.1049201488494873]","[500, 1.145076036453247]","[500, 1.1246728897094727]","[500, 0.9226438999176025]","[500, 0.8880751132965088]","[500, 0.876399040222168]","[500, 0.9826490879058838]","[500, 0.9369621276855469]","[500, 1.1275310516357422]","[500, 1.1602928638458252]"
2018-06-27 13:53:19.293230,"[750, 1.1201701164245605]","[750, 1.526642084121704]","[750, 1.1042368412017822]","[750, 1.2345890998840332]","[750, 0.9184551239013672]","[750, 1.1839747428894043]","[750, 1.1668930053710938]","[750, 1.4333410263061523]","[750, 1.0956716537475586]","[750, 1.0772638320922852]","[750, 1.0851593017578125]","[750, 1.144643783569336]","[750, 1.2286558151245117]","[750, 1.2008440494537354]"
2018-06-27 13:53:35.819875,"[1000, 0.9524140357971191]","[1000, 1.119765043258667]","[1000, 0.9224910736083984]","[1000, 0.9209191799163818]","[1000, 0.9474570751190186]","[1000, 1.1406230926513672]","[1000, 1.3866090774536133]","[1000, 1.1306171417236328]","[1000, 1.1265830993652344]","[1000, 0.891063928604126]","[1000, 0.9249160289764404]","[1000, 0.9083619117736816]","[1000, 1.0622568130493164]","[1000, 1.0498433113098145]"
2018-06-27 13:53:50.311937,"[1250, 1.0675389766693115]","[1250, 1.157905101776123]","[1250, 1.126061201095581]","[1250, 1.2056150436401367]","[1250, 1.2514679431915283]","[1250, 1.1252331733703613]","[1250, 1.3302702903747559]","[1250, 1.1260979175567627]","[1250, 1.1463561058044434]","[1250, 1.2868969440460205]","[1250, 1.1531422138214111]","[1250, 1.0253748893737793]","[1250, 0.9166319370269775]","[1250, 1.1049001216888428]"
2018-06-27 13:54:06.342270,"[1500, 1.1465370655059814]","[1500, 1.124737024307251]","[1500, 0.9548852443695068]","[1500, 1.0928618907928467]","[1500, 1.0234107971191406]","[1500, 1.1262779235839844]","[1500, 0.9203059673309326]","[1500, 0.9223382472991943]","[1500, 1.1264371871948242]","[1500, 1.0229508876800537]","[1500, 1.1255688667297363]","[1500, 1.0234880447387695]","[1500, 0.9044351577758789]","[1500, 1.0258052349090576]"
2018-06-27 13:54:20.889627,"[1750, 0.9232959747314453]","[1750, 1.0339090824127197]","[1750, 1.0245120525360107]","[1750, 0.9216678142547607]","[1750, 1.1250088214874268]","[1750, 1.1270098686218262]","[1750, 1.1235389709472656]","[1750, 1.1271600723266602]","[1750, 1.1020920276641846]","[1750, 1.2526683807373047]","[1750, 0.9201340675354004]","[1750, 1.126452922821045]","[1750, 1.0225629806518555]","[1750, 0.9228248596191406]"
